datePlayed,comedy,design,finance,food,interview,music,news,politics,society,tech,lag ratio,window,60,,
11/29/18,,,,,,,,,,,1,77.97%,494,TRUE,TRUE
11/30/18,1,,,,,,,1,1,,1,77.97%,495,FALSE,TRUE
12/1/18,0.75,0.666666667,1,0,0.25,0.5,0,0,0.5,1,0.466666667,77.84%,496,FALSE,TRUE
12/2/18,,,,0.5,,,,1,1,,0.833333333,78.39%,497,FALSE,TRUE
12/3/18,,,,,1,0,,0,0.666666667,0.5,0.433333333,77.46%,498,FALSE,TRUE
12/4/18,0.5,1,,,,,,1,,,0.833333333,77.19%,499,FALSE,TRUE
12/5/18,,1,,,1,1,,1,0.5,1,0.916666667,77.05%,500,FALSE,TRUE
12/6/18,,1,,1,,1,1,,0.666666667,,0.933333333,76.94%,501,FALSE,TRUE
12/7/18,,1,,,,,,1,,,1,77.15%,502,FALSE,TRUE
12/8/18,,,,,1,,,1,1,,1,77.15%,503,FALSE,TRUE
12/9/18,1,,,,0,,,,1,,0.666666667,77.15%,504,FALSE,TRUE
12/10/18,0,,,,,,,0,0.5,0.25,0.1875,76.36%,505,FALSE,TRUE
12/11/18,,,,,,,,1,1,,1,76.36%,506,FALSE,TRUE
12/12/18,,1,,,1,,,,,1,1,76.36%,507,FALSE,TRUE
12/13/18,1,1,1,1,1,,1,1,1,1,1,76.36%,508,FALSE,TRUE
12/14/18,1,0.5,,,,,,1,,,0.833333333,76.09%,509,FALSE,TRUE
12/15/18,1,,,,,,,1,,,1,77.52%,510,FALSE,TRUE
12/16/18,1,1,,,1,0,,0,1,1,0.714285714,78.04%,511,FALSE,TRUE
12/17/18,,,,0,,,,0,1,0.5,0.375,77.01%,512,FALSE,TRUE
12/18/18,1,,,,,,,,,,1,77.01%,513,FALSE,TRUE
12/19/18,,,,,,,,,,,1,77.01%,514,TRUE,TRUE
12/20/18,,1,,,,,,,,,1,77.56%,515,FALSE,TRUE
12/21/18,1,1,,,,,,1,1,,1,78.11%,516,FALSE,TRUE
12/22/18,1,1,,,,,,,,,1,78.97%,517,FALSE,TRUE
12/23/18,0.666666667,0,,,1,,,1,0.333333333,,0.6,79.14%,518,FALSE,TRUE
12/24/18,1,,,0,,,,0,1,,0.5,78.32%,519,FALSE,TRUE
12/25/18,,,,,,,,1,0,1,0.666666667,77.77%,520,FALSE,TRUE
12/26/18,,,,,,,,,,,1,77.77%,521,TRUE,TRUE
12/27/18,1,,,,,,,0.5,0.333333333,,0.611111111,77.33%,522,FALSE,TRUE
12/28/18,1,0.5,1,1,1,,,0,0,0.666666667,0.645833333,77.30%,523,FALSE,TRUE
12/29/18,,,,,,,,1,,,1,78.47%,524,FALSE,TRUE
12/30/18,0.285714286,0,1,,0,1,,0,0.4,0.333333333,0.377380952,77.78%,525,FALSE,TRUE
12/31/18,,,,,,,,,0.5,,0.5,77.22%,526,FALSE,TRUE
1/1/19,0,1,,,1,,,1,1,1,0.833333333,77.22%,527,FALSE,TRUE
1/2/19,1,1,,,,,,,1,1,1,77.76%,528,FALSE,TRUE
1/3/19,1,,,,,,,,,,1,77.76%,529,FALSE,TRUE
1/4/19,0.6,1,,1,,,,1,,,0.9,77.60%,530,FALSE,TRUE
1/5/19,0.75,,,,,,,,1,,0.875,78.76%,531,FALSE,TRUE
1/6/19,0,,,,,1,,1,1,0.333333333,0.666666667,79.03%,532,FALSE,TRUE
1/7/19,,,,,,,,,1,,1,79.22%,533,FALSE,TRUE
1/8/19,,,,,,,,,,,1,79.22%,534,TRUE,TRUE
1/9/19,,,,,,,,,,,1,79.22%,535,TRUE,TRUE
1/10/19,,1,,,,,,1,,,1,79.49%,536,FALSE,TRUE
1/11/19,1,,,,,,,1,,,1,80.04%,537,FALSE,TRUE
1/12/19,1,0.5,,,0,1,,0.666666667,0.666666667,1,0.69047619,80.58%,538,FALSE,TRUE
1/13/19,,,,,,,,,,,1,81.19%,539,TRUE,TRUE
1/14/19,,,,,,,0,,1,0,0.333333333,80.10%,540,FALSE,TRUE
1/15/19,,0,,0,0,,,1,,,0.25,78.87%,541,FALSE,TRUE
1/16/19,1,1,,,,,,1,,,1,78.87%,542,FALSE,TRUE
1/17/19,,,,,,,1,,1,1,1,79.69%,543,FALSE,TRUE
1/18/19,1,0.5,,,1,,,0.666666667,0.6,1,0.794444444,79.35%,544,FALSE,TRUE
1/19/19,,,,,,,,1,,1,1,80.17%,545,FALSE,TRUE
1/20/19,1,,,,,,,,1,0.5,0.833333333,81.13%,546,FALSE,TRUE
1/21/19,,0,,0,,,,,1,1,0.5,80.31%,547,FALSE,TRUE
1/22/19,,,,,,,,,,,1,80.31%,548,TRUE,TRUE
1/23/19,,,,,,,,1,1,,1,80.47%,549,FALSE,TRUE
1/24/19,,,,,,,,1,0,,0.5,80.06%,550,FALSE,TRUE
1/25/19,,,,,,,,,,,1,81.15%,551,TRUE,TRUE
1/26/19,1,1,,,,,,,,,1,82.14%,552,FALSE,TRUE
1/27/19,0.8,0,0.5,0,0,,0,0.4,0.5,0.25,0.272222222,81.22%,553,FALSE,TRUE
1/28/19,,,,,,0,,,1,1,0.666666667,80.67%,554,FALSE,TRUE
1/29/19,,,,,,,,1,1,,1,80.67%,555,FALSE,TRUE
1/30/19,1,1,,,1,,,,0.5,1,0.9,80.51%,556,FALSE,TRUE
1/31/19,1,1,1,,1,,,,0.5,0,0.75,80.97%,557,FALSE,TRUE
2/1/19,1,,,,1,,,1,,,1,81.25%,558,FALSE,TRUE
2/2/19,0,,,,,,,1,,,0.5,81.36%,559,FALSE,TRUE
2/3/19,0.75,1,,0,,,0,,0,0,0.291666667,80.47%,560,FALSE,TRUE
2/4/19,,,,,,,,0.5,0.666666667,,0.583333333,79.92%,561,FALSE,TRUE
2/5/19,,,,,,,,,0.666666667,,0.666666667,79.48%,562,FALSE,TRUE
2/6/19,,,,,,,,1,1,1,1,79.48%,563,FALSE,TRUE
2/7/19,1,,,,,,,1,0.666666667,,0.888888889,79.30%,564,FALSE,TRUE
2/8/19,1,1,,,,,1,,1,,1,79.85%,565,FALSE,TRUE
2/9/19,,,,,,,,1,1,,1,81.18%,566,FALSE,TRUE
2/10/19,0.75,,1,0,,,,0,1,0.666666667,0.569444444,80.47%,567,FALSE,TRUE
2/11/19,0,0,,,,0,,0.5,0.666666667,,0.233333333,79.22%,568,FALSE,TRUE
2/12/19,,1,,,,,,1,0.75,0.5,0.8125,78.91%,569,FALSE,TRUE
2/13/19,1,,,,,,,1,0.75,0.4,0.7875,78.83%,570,FALSE,TRUE
2/14/19,,,,,,,,,1,,1,78.83%,571,FALSE,TRUE
2/15/19,1,1,,,,,,1,,1,1,79.30%,572,FALSE,TRUE
2/16/19,1,,1,,,,,1,0,,0.75,79.92%,573,FALSE,TRUE
2/17/19,1,0,,,1,,0,,0.5,0,0.416666667,78.96%,574,FALSE,TRUE
2/18/19,0.5,,,0,,,,,0.333333333,1,0.458333333,78.07%,575,FALSE,TRUE
2/19/19,0.5,1,,,,,,,,1,0.833333333,77.80%,576,FALSE,TRUE
2/20/19,1,1,,,1,,,1,1,1,1,77.80%,577,FALSE,TRUE
2/21/19,,,,,,,,,,,1,77.80%,578,TRUE,TRUE
2/22/19,,1,,,,,,1,,,1,78.46%,579,FALSE,TRUE
2/23/19,,,,,,,1,,1,,1,79.28%,580,FALSE,TRUE
2/24/19,1,,,0,,,,,1,,0.666666667,79.28%,581,FALSE,TRUE
2/25/19,1,,,,,,,0,0,,0.333333333,78.18%,582,FALSE,TRUE
2/26/19,,1,,,,,,1,,,1,78.82%,583,FALSE,TRUE
2/27/19,,,,,,,,,1,1,1,79.40%,584,FALSE,TRUE
2/28/19,,,,,,,,,1,,1,79.40%,585,FALSE,TRUE
3/1/19,1,,,,,,,1,,,1,80.42%,586,FALSE,TRUE
3/2/19,1,1,,,,,,1,1,,1,81.24%,587,FALSE,TRUE
3/3/19,0.666666667,0,,0,0,,0,0,1,0,0.208333333,80.22%,588,FALSE,TRUE
3/4/19,,,,,,,,,,,1,80.22%,589,TRUE,TRUE
3/5/19,,,,,,,,1,1,,1,80.22%,590,FALSE,TRUE
3/6/19,1,,,,,,,,1,,1,80.38%,591,FALSE,TRUE
3/7/19,1,,,,,,,,1,,1,80.59%,592,FALSE,TRUE
3/8/19,1,,,,,,,1,,,1,81.13%,593,FALSE,TRUE
3/9/19,1,,,,,,,,1,,1,81.13%,594,FALSE,TRUE
3/10/19,0.666666667,0,0.5,0,0,0,0,0,0.25,0.4,0.181666667,79.79%,595,FALSE,TRUE
3/11/19,,,,,,,,0,1,,0.5,78.97%,596,FALSE,TRUE
3/12/19,,,,,,,,1,,,1,78.97%,597,FALSE,TRUE
3/13/19,1,1,,,,,,1,0.428571429,0.5,0.785714286,78.62%,598,FALSE,TRUE
3/14/19,1,,,,,,1,,0.5,0,0.625,78.51%,599,FALSE,TRUE
3/15/19,,,,,1,,,1,,,1,78.51%,600,FALSE,TRUE
3/16/19,,,,,,,,,1,,1,79.60%,601,FALSE,TRUE
3/17/19,1,1,,,,,,1,1,,1,80.83%,602,FALSE,TRUE
3/18/19,1,,,,,,,0,0,,0.333333333,79.74%,603,FALSE,TRUE
3/19/19,1,1,,,,,,,,0,0.666666667,79.20%,604,FALSE,TRUE
3/20/19,1,,,,1,,,1,1,1,1,79.53%,605,FALSE,TRUE
3/21/19,,,,,,,,,1,,1,79.53%,606,FALSE,TRUE
3/22/19,,,,,,,,,,,1,79.81%,607,TRUE,TRUE
3/23/19,1,,,,,,,1,,,1,80.63%,608,FALSE,TRUE
3/24/19,1,0,,,,,0,,0.666666667,0,0.333333333,79.53%,609,FALSE,TRUE
3/25/19,0,,,0,,,,1,1,0,0.4,78.55%,610,FALSE,TRUE
3/26/19,0,0.666666667,,,,,,0.666666667,1,0.5,0.566666667,78.66%,611,FALSE,TRUE
3/27/19,1,,,1,1,,,0,,0,0.6,78.00%,612,FALSE,TRUE
3/28/19,,0,,1,1,,,,0,0.5,0.5,77.18%,613,FALSE,TRUE
3/29/19,1,,,,,,,,,,1,78.38%,614,FALSE,TRUE
3/30/19,,,,,,,,1,,,1,78.92%,615,FALSE,TRUE
3/31/19,,,,,,,,,,,1,78.92%,616,TRUE,TRUE
4/1/19,,,,,,,,,,,1,79.09%,617,TRUE,TRUE
4/2/19,0,0.5,,,,,,,1,,0.5,78.68%,618,FALSE,TRUE
4/3/19,,,,,,,,,,,1,78.68%,619,TRUE,TRUE
4/4/19,0.333333333,,,,,,,,1,,0.666666667,78.95%,620,FALSE,TRUE
4/5/19,,1,,,,,,,,,1,80.11%,621,FALSE,TRUE
4/6/19,,,,,,,,,,,1,80.79%,622,TRUE,TRUE
4/7/19,,,,,,,,,,,1,81.34%,623,TRUE,TRUE
4/8/19,,,,,,,,,,,1,81.34%,624,TRUE,TRUE
4/9/19,,,,,,,,,,,1,81.52%,625,TRUE,TRUE
4/10/19,,,,,,,,,,,1,81.52%,626,TRUE,TRUE
4/11/19,,,,,,,,,,,1,81.52%,627,TRUE,TRUE
4/12/19,1,,,,,,,1,1,,1,82.23%,628,FALSE,TRUE
4/13/19,1,0.5,1,,,,,0.666666667,0,,0.633333333,82.88%,629,FALSE,TRUE
4/14/19,0.333333333,0,,,0,,,0.5,0.571428571,0,0.234126984,81.94%,630,FALSE,TRUE
4/15/19,,0,,,0,1,,0,1,1,0.5,81.46%,631,FALSE,TRUE
4/16/19,1,,,,,,,,,,1,81.46%,632,FALSE,TRUE
4/17/19,0.666666667,1,,,,,,1,1,1,0.933333333,81.35%,633,FALSE,TRUE
4/18/19,1,,,,,,,,1,1,1,81.76%,634,FALSE,TRUE
4/19/19,,,,,0,,,1,0,,0.333333333,81.63%,635,FALSE,TRUE
4/20/19,1,0,,,,,,1,,,0.666666667,81.97%,636,FALSE,TRUE
4/21/19,1,,,,,,,,,,1,82.24%,637,FALSE,TRUE
4/22/19,1,,,,,,,0.5,,,0.75,81.83%,638,FALSE,TRUE
4/23/19,,,,,,,,,,,1,81.83%,639,TRUE,TRUE
4/24/19,,,,,,,,,1,,1,81.83%,640,FALSE,TRUE
4/25/19,,,,,,,,,,,1,81.83%,641,TRUE,TRUE
4/26/19,1,1,,,,0,1,1,0,,0.666666667,81.83%,642,FALSE,TRUE
4/27/19,1,0,1,0.5,0,0.5,,0.666666667,0.5,0.666666667,0.537037037,82.17%,643,FALSE,TRUE
4/28/19,,,,,,,,,1,,1,82.17%,644,FALSE,TRUE
4/29/19,,,,,,,,,,1,1,82.17%,645,FALSE,TRUE
4/30/19,,,,,1,,,1,,,1,82.17%,646,FALSE,TRUE
5/1/19,1,1,,,,,,,1,,1,82.17%,647,FALSE,TRUE
5/2/19,1,,,,,1,,,1,1,1,82.17%,648,FALSE,TRUE
5/3/19,1,,,,,,1,1,1,,1,83.46%,649,FALSE,TRUE
5/4/19,,,,,,,,,,,1,83.46%,650,TRUE,TRUE
5/5/19,,0,0.5,,,,,0.5,0.333333333,0.5,0.366666667,82.43%,651,FALSE,TRUE
5/6/19,,,,,,,,1,1,1,1,82.43%,652,FALSE,TRUE
5/7/19,,,,,,,,,1,,1,82.43%,653,FALSE,TRUE
5/8/19,0,,,,,0,,,1,0,0.25,81.20%,654,FALSE,TRUE
5/9/19,1,1,,,,,1,,,1,1,81.20%,655,FALSE,TRUE
5/10/19,1,0,,,,,,1,1,1,0.8,82.21%,656,FALSE,TRUE
5/11/19,1,0.5,1,,0,,,0.5,0.5,0.5,0.571428571,82.33%,657,FALSE,TRUE
5/12/19,1,,,0,,,,,1,1,0.75,81.92%,658,FALSE,TRUE
5/13/19,,,,,,,,0,1,,0.5,81.45%,659,FALSE,TRUE
5/14/19,,1,,,1,,,,1,1,1,82.06%,660,FALSE,TRUE
5/15/19,1,1,,,1,,,,1,1,1,82.06%,661,FALSE,TRUE
5/16/19,,,,1,,,1,1,,,1,82.06%,662,FALSE,TRUE
5/17/19,,,,,,,,,,,1,82.06%,663,TRUE,TRUE
5/18/19,1,,,,,,,,1,,1,83.16%,664,FALSE,TRUE
5/19/19,0.666666667,1,,,,0,,1,1,,0.733333333,83.27%,665,FALSE,TRUE
5/20/19,,,0,,,,,,0.666666667,1,0.555555556,82.54%,666,FALSE,TRUE
5/21/19,,,,,,,,,,,1,82.54%,667,TRUE,TRUE
5/22/19,,,,,,,,,,,1,82.54%,668,TRUE,TRUE
5/23/19,,,,,,,,,1,,1,82.54%,669,FALSE,TRUE
5/24/19,1,,,,,,,1,0,,0.666666667,83.08%,670,FALSE,TRUE
5/25/19,1,,,0,,,,0,0.5,0,0.3,82.92%,671,FALSE,TRUE
5/26/19,0,0,0.5,1,,,,0,0.833333333,0.5,0.404761905,82.66%,672,FALSE,TRUE
5/27/19,,1,,,,,,,,0.666666667,0.833333333,83.04%,673,FALSE,TRUE
5/28/19,0,1,,,1,,,,1,0,0.6,83.20%,674,FALSE,TRUE
5/29/19,1,1,,,,,,,1,1,1,83.20%,675,FALSE,TRUE
5/30/19,0.5,1,,,,,,1,,1,0.875,83.00%,676,FALSE,TRUE
5/31/19,,1,,,,,,1,1,,1,83.00%,677,FALSE,TRUE
6/1/19,1,,,,,,,1,,,1,83.00%,678,FALSE,TRUE
6/2/19,1,,1,0,,0,0,0.666666667,1,,0.523809524,83.04%,679,FALSE,TRUE
6/3/19,,0,,,,,,,0.5,1,0.5,82.22%,680,FALSE,TRUE
6/4/19,1,,,,,,,,1,,1,82.76%,681,FALSE,TRUE
6/5/19,0,,1,,,,,1,1,,0.75,82.35%,682,FALSE,TRUE
6/6/19,,,,,,,,,1,,1,82.35%,683,FALSE,TRUE
6/7/19,1,1,,,,,1,,,,1,82.35%,684,FALSE,TRUE
6/8/19,1,1,,,,,,,0.5,,0.833333333,82.08%,685,FALSE,TRUE
6/9/19,0.5,,,0,,,,,,0,0.166666667,80.71%,686,FALSE,TRUE
6/10/19,,,,,,,,,,,1,80.71%,687,TRUE,TRUE
6/11/19,,,,,,,,,,,1,80.71%,688,TRUE,TRUE
6/12/19,,1,,,,,,1,1,0,0.75,80.30%,689,FALSE,TRUE
6/13/19,1,,,,,,,,,,1,80.90%,690,FALSE,TRUE
6/14/19,,,,,,,,,,,1,82.16%,691,TRUE,TRUE
6/15/19,,,,,,,,,,,1,82.98%,692,TRUE,TRUE
6/16/19,1,,,,,,,,,,1,82.98%,693,FALSE,TRUE
6/17/19,,,,,,,,,,,1,83.09%,694,TRUE,TRUE
6/18/19,,,,,,,,,,,1,83.09%,695,TRUE,TRUE
6/19/19,,,,,,,,,,,1,84.18%,696,TRUE,TRUE
6/20/19,0,,1,,,,,,,1,0.666666667,84.18%,697,FALSE,TRUE
6/21/19,,1,,1,,,1,1,1,,1,84.18%,698,FALSE,TRUE
6/22/19,1,0,,,,,,1,0.5,0,0.5,83.77%,699,FALSE,TRUE
6/23/19,0.25,0,0.5,0,,,,0,0.75,1,0.357142857,82.72%,700,FALSE,TRUE
6/24/19,,,,,,,,,1,1,1,82.72%,701,FALSE,TRUE
6/25/19,,0,,,,,,,1,,0.5,81.90%,702,FALSE,TRUE
6/26/19,1,,,1,,,,,1,,1,82.44%,703,FALSE,TRUE
6/27/19,,,,,,,,,1,,1,83.20%,704,FALSE,TRUE
6/28/19,1,1,,,,,,,0.666666667,,0.888888889,83.02%,705,FALSE,TRUE
6/29/19,1,,,,,,0,,0.5,,0.5,82.20%,706,FALSE,TRUE
6/30/19,1,0,0,1,,,,0.25,1,0,0.464285714,81.32%,707,FALSE,TRUE
7/1/19,1,,,,,,,,1,1,1,81.32%,708,FALSE,TRUE
7/2/19,,,,,,,,,1,,1,81.32%,709,FALSE,TRUE
7/3/19,1,,,,,,,,1,,1,81.32%,710,FALSE,TRUE
7/4/19,0.333333333,0,1,0.5,,0,1,1,0.25,0,0.453703704,80.43%,711,FALSE,TRUE
7/5/19,,1,,,,,,,1,1,1,81.47%,712,FALSE,TRUE
7/6/19,0.666666667,0.2,1,,,1,,0,0.428571429,,0.549206349,80.73%,713,FALSE,TRUE
7/7/19,1,,,,,,,,,1,1,80.73%,714,FALSE,TRUE
7/8/19,,1,,,,,,1,1,,1,81.96%,715,FALSE,TRUE
7/9/19,,1,,,,,,1,,0,0.666666667,81.41%,716,FALSE,TRUE
7/10/19,,,,,,,,,,,1,81.74%,717,TRUE,TRUE
7/11/19,,,,,,,1,1,1,,1,82.44%,718,FALSE,TRUE
7/12/19,,,,,,,,,,,1,82.85%,719,TRUE,TRUE
7/13/19,1,0.2,1,,,,,0.666666667,1,1,0.811111111,83.36%,720,FALSE,TRUE
7/14/19,1,,,,,,,,1,1,1,83.36%,721,FALSE,TRUE
7/15/19,,,,,,,,,,,1,83.36%,722,TRUE,TRUE
7/16/19,1,1,,,,,,1,,,1,83.36%,723,FALSE,TRUE
7/17/19,1,1,,,,,,1,1,1,1,83.36%,724,FALSE,TRUE
7/18/19,1,,,,,,1,1,1,1,1,83.36%,725,FALSE,TRUE
7/19/19,1,1,,,,,,1,1,,1,83.80%,726,FALSE,TRUE
7/20/19,1,,,,,,,1,1,,1,84.53%,727,FALSE,TRUE
7/21/19,1,,,,,,,,1,,1,84.53%,728,FALSE,TRUE
7/22/19,,,,,,,,,,,1,84.53%,729,TRUE,TRUE
7/23/19,,1,,,,,,1,,,1,84.53%,730,FALSE,TRUE
7/24/19,,,,,,,,1,1,,1,85.07%,731,FALSE,TRUE
7/25/19,,,,,,,,1,,,1,86.22%,732,FALSE,TRUE
7/26/19,,1,,,,,,1,,1,1,87.20%,733,FALSE,TRUE
7/27/19,1,0,,,,,1,,1,,0.75,87.06%,734,FALSE,TRUE
7/28/19,1,,,,,,,,1,1,1,87.72%,735,FALSE,TRUE
7/29/19,0.75,1,,,,,,1,,0.5,0.8125,87.41%,736,FALSE,TRUE
7/30/19,,,,,,,,,,,1,87.61%,737,TRUE,TRUE
7/31/19,,1,,,,,1,1,1,1,1,87.61%,738,FALSE,TRUE
8/1/19,1,,,,,,,1,,,1,87.61%,739,FALSE,TRUE
8/2/19,1,,,,,,,1,1,,1,88.39%,740,FALSE,TRUE
8/3/19,1,,,,,,,,1,,1,89.21%,741,FALSE,TRUE
8/4/19,,0,,,,,,,1,,0.5,88.39%,742,FALSE,TRUE
8/5/19,,1,,,,,,,1,1,1,88.80%,743,FALSE,TRUE
8/6/19,0,1,,,,,,1,1,,0.75,88.39%,744,FALSE,TRUE
8/7/19,,1,,,,,,1,1,1,1,88.39%,745,FALSE,TRUE
8/8/19,1,,,,,,,1,1,1,1,88.67%,746,FALSE,TRUE
8/9/19,1,1,,,,,,1,1,,1,90.03%,747,FALSE,TRUE
8/10/19,0.666666667,,,,,,,,1,,0.833333333,89.76%,748,FALSE,TRUE
8/11/19,1,,,,,,,,1,,1,89.76%,749,FALSE,TRUE
8/12/19,,,,,,,,,,1,1,90.17%,750,FALSE,TRUE
8/13/19,,1,,,,,,1,,1,1,90.17%,751,FALSE,TRUE
8/14/19,,,,,,,,1,1,,1,90.17%,752,FALSE,TRUE
8/15/19,1,,,,,,,1,,1,1,90.17%,753,FALSE,TRUE
8/16/19,1,1,,,,,,1,1,,1,90.17%,754,FALSE,TRUE
8/17/19,1,,,,,,,,1,1,1,90.17%,755,FALSE,TRUE
8/18/19,,,,,,,,,1,,1,90.17%,756,FALSE,TRUE
8/19/19,0,,,,,,,1,,,0.5,89.35%,757,FALSE,TRUE
8/20/19,0.2,1,,,,,,,,,0.6,89.24%,758,FALSE,TRUE
8/21/19,,,,,,,,,,,1,89.24%,759,TRUE,TRUE
